SizeKb,readmeSize,stargazers,language,forks_count,open_issues_count,DescLen,numOfContributors,isActive
95,805,0,Objective-C,1,0,92,3,false
1993,0,0,JavaScript,1,0,0,1,false
104,1880,2,JavaScript,0,0,70,0,false
7220,3121,0,C++,0,0,81,3,false
172,0,0,Ruby,0,0,0,1,false
31314,429,0,Java,0,0,8,18,false
559,0,0,C#,0,0,12,1,false
104,6,0,'Not Specified',0,0,38,1,false
6456,72,0,Other,0,0,51,1,false
180,5914,0,JavaScript,0,0,140,9,false
153,628,0,JavaScript,0,0,127,1,false
48,0,0,'Not Specified',0,0,0,-1,false
7,79,0,JavaScript,0,0,0,1,true
208,2677,0,C,0,0,79,1,true
14,100,0,JavaScript,0,0,36,2,true
712,0,0,Python,0,0,70,1,true
0,0,0,'Not Specified',0,0,0,-1,true
4929,0,0,C#,0,0,0,0,true
6059,32325,0,JavaScript,0,0,53,1,true
35,279,0,JavaScript,0,0,0,1,true
4037,1820,0,PHP,0,0,23,30,true
1086,1897,0,Java,0,0,78,3,true
2,8,0,'Not Specified',0,1,0,1,true
0,0,0,'Not Specified',0,0,0,-1,true
1469,0,0,Java,0,0,0,1,true
30,4039,0,JavaScript,0,0,50,2,true
344271,0,0,Other,0,0,61,7,true
470,0,0,'Not Specified',0,0,0,1,true
10,1831,12,C,2,0,31,1,true
6947,0,0,HTML,0,0,0,1,true
3140,0,0,JavaScript,0,0,7,1,true
25,214,0,Other,0,0,39,1,true
19081,9683,0,C++,0,0,17,30,true
120,0,0,JavaScript,0,0,30,1,true
1564,12688,0,'Not Specified',0,0,37,8,true
8,80,0,'Not Specified',0,0,60,1,true
550,4204,0,Java,0,0,29,1,true
27479,557,0,Other,0,0,30,2,true
3154,5719,0,JavaScript,0,0,43,2,true
18779,0,0,C#,0,0,32,30,true
0,0,0,'Not Specified',0,0,53,1,true
2276,2494,0,Java,0,0,17,10,true
0,12,0,'Not Specified',0,0,0,1,true
346,3795,0,Ruby,0,0,52,4,true
13022,0,0,Python,0,0,62,30,true
26216,11578,0,Other,0,0,26,30,true
325,0,0,'Not Specified',0,0,43,2,true
187208,19393,0,JavaScript,0,0,277,3,true
244,22,0,Java,0,0,0,1,true
22598,951,0,Python,0,0,62,30,true
2312,2478,0,Python,0,0,33,1,true
3166,33019,0,JavaScript,0,0,29,30,true
19449,143,0,JavaScript,0,0,0,2,true
27765,5469,0,Other,0,0,23,4,true
2,0,0,CSS,0,0,19,1,true
106548,37,0,PHP,0,0,21,1,true
87,0,0,Objective-C,0,0,0,1,true
123751,296,0,'Not Specified',0,0,28,30,true
435,36411,0,'Not Specified',0,0,63,18,true
1455,66,0,Java,0,0,42,1,true
118236,13553,0,Other,0,0,116,1,true
59,0,0,Objective-C,0,0,0,4,true
106,0,0,PHP,0,0,41,3,true
0,46,0,'Not Specified',0,0,25,1,true
10985,4660,0,Java,0,0,95,15,true
1158,5605,0,Objective-C,0,0,88,2,true
0,0,0,'Not Specified',0,0,0,1,true
3987,0,0,JavaScript,0,0,0,2,true
66,3437,0,C#,0,0,4,1,true
1035,0,0,JavaScript,0,0,15,1,true
6,0,0,C++,0,0,0,1,true
9490,0,0,Other,0,0,2,1,true
694,220,0,Python,0,0,37,1,true
5677,1350,0,Python,0,0,70,6,true
4609,0,0,Other,0,0,307,20,true
497,1253,0,JavaScript,0,0,42,9,true
241,0,0,C#,0,0,123,0,true
30,0,0,JavaScript,0,0,0,1,true
644,4821,0,C,0,0,48,10,true
45,2669,0,Ruby,0,0,28,3,true
10497,271,0,C++,0,0,39,12,true
0,22,0,HTML,0,0,4,1,true
1541,4211,0,Java,0,0,95,1,true
385,0,0,Python,0,0,0,1,true
0,17,0,'Not Specified',0,0,5,1,true
37,768,0,JavaScript,0,0,104,6,true
55,59018,0,'Not Specified',0,0,18,1,true
0,0,0,'Not Specified',0,0,0,-1,true
9745,2902,0,Objective-C,0,0,25,30,true
14282,2566,0,Objective-C,0,0,39,1,true
210,444,0,'Not Specified',0,0,32,1,true
486,41,0,HTML,0,0,28,2,true
4,814,0,JavaScript,0,0,0,1,true
0,30,0,'Not Specified',0,0,23,1,true
5762,0,0,'Not Specified',0,0,37,1,true
1390,1670,0,Other,0,0,72,1,true
79,774,0,JavaScript,0,0,49,20,true
0,0,0,'Not Specified',0,0,5,-1,true
55,0,0,'Not Specified',0,0,0,1,true
20329,7667,0,C#,0,0,46,30,true
4373,0,0,Objective-C,0,0,4,1,true
1527,0,0,Other,0,0,65,0,true
751,9138,0,Java,0,0,41,2,true
10,1906,0,JavaScript,0,0,0,1,true
200,0,0,Python,0,0,61,11,true
0,0,0,'Not Specified',0,0,0,-1,true
260,0,0,Python,0,0,65,2,true
0,11,0,'Not Specified',0,0,0,1,true
3,402,0,JavaScript,0,0,40,1,true
1315,0,0,HTML,0,0,12,1,true
0,12,0,'Not Specified',0,0,0,1,true
6499,3167,0,JavaScript,0,0,112,4,true
108,0,0,'Not Specified',0,0,0,1,false
136,0,0,Ruby,0,0,0,1,false
56,0,0,'Not Specified',0,0,1824,-1,false
75798,2115,0,C++,0,0,41,30,false
309,1904,1,Ruby,0,0,44,2,false
31947,1783,0,JavaScript,0,0,46,13,false
56,0,0,'Not Specified',0,0,0,-1,false
10436,129,0,Java,1,0,46,1,false
113274,0,0,C,0,0,47,1,false
56,0,0,'Not Specified',0,0,0,-1,false
100,2003,0,JavaScript,0,0,97,2,false
112,286,0,PHP,0,0,0,1,false
112,23,0,PHP,0,0,11,1,false
108,28,0,'Not Specified',0,0,0,1,false
25438,443,0,PHP,0,0,85,30,false
458,1697,19,'Not Specified',0,0,69,2,false
23548,2252,0,C,0,0,85,1,false
1134,0,0,Java,0,0,17,2,false
108,65,0,Python,0,0,29,1,false
94,5739,0,Objective-C,0,0,67,1,false
3309,1159,0,JavaScript,0,0,52,2,false
2012,0,0,PHP,0,0,0,1,false
136,0,0,Ruby,0,0,0,1,false
1602,0,0,Java,3,0,0,28,false
265,0,0,Java,3,0,0,30,false
417,1615,0,PHP,1,0,67,1,false
104,0,0,'Not Specified',0,0,0,0,false
789,870,0,Other,0,0,27,2,false
1113,2986,0,C,0,0,0,18,false
168,4837,0,Objective-C,0,0,83,25,false
132,0,0,Java,1,0,0,1,false
120,303,0,Ruby,0,0,70,1,false
288,36,0,Python,0,0,0,9,false
492,2017,2,Ruby,0,0,71,1,false
56,0,0,'Not Specified',0,0,0,-1,false
324,1112,0,JavaScript,0,0,0,2,false
15512,9,0,JavaScript,0,0,7,1,false
4836,843,2,JavaScript,0,17,76,1,false
171,0,0,Java,3,0,0,4,false
7462,3902,0,JavaScript,0,0,65,30,false
11303,4952,1,JavaScript,0,0,56,30,false
155177,6361,3,Other,0,0,67,4,false
277,142,0,Objective-C,0,0,105,1,false
287,1501,0,Objective-C,0,0,21,4,false
56,0,0,'Not Specified',0,0,16,-1,false
184,0,0,C,0,0,47,1,false
112,204,0,Java,0,0,32,1,false
1440,0,0,Java,0,0,0,1,false
131,854,0,Objective-C,0,0,0,1,false
5935,0,0,PHP,0,0,0,0,false
120,0,0,C++,0,0,104,1,false
3989,0,3,Python,8,4,47,5,true
104,250,0,Ruby,0,0,0,1,false
148,0,0,JavaScript,0,0,74,2,false
400,0,0,JavaScript,0,6,13,1,false
112,132,0,'Not Specified',0,0,88,1,false
484,219,0,PHP,0,0,0,0,false
900,219,0,PHP,0,0,0,2,false
2094,1275,0,Other,0,0,73,30,false
111,2992,0,Python,0,0,71,7,false
226,736,0,PHP,0,0,31,1,false
144,2596,1,Ruby,0,0,38,1,true
119341,1054,0,Other,0,0,57,7,false
156,0,0,Ruby,0,0,0,0,false
139,1553,0,Ruby,0,0,130,10,false
112,42,0,'Not Specified',0,0,24,1,false
160,3505,0,Ruby,0,0,29,3,false
353,0,0,Java,0,0,29,3,true
17596,3505,0,JavaScript,0,0,78,30,false
189,0,0,Ruby,0,0,96,3,false
160,0,0,'Not Specified',0,2,0,1,false
598,0,0,Java,1,0,0,1,false
82,119,0,Other,0,0,88,5,false
56,0,0,'Not Specified',0,0,0,-1,false
862,111,0,Python,0,0,20,1,false
108,3823,0,Java,0,0,25,2,false
44,475,0,Other,0,0,83,1,false
132,185,0,Python,0,0,0,1,false
108,49,0,'Not Specified',0,0,23,1,false
132890,6699,0,C++,0,0,48,21,false
385,1113,0,PHP,0,0,78,2,false
104,0,0,'Not Specified',0,0,32,1,false
1565,3452,0,Java,0,0,38,1,false
2178,10774,39,PHP,13,2,59,1,true
108,0,0,'Not Specified',0,0,5,1,false
2932,0,0,Other,0,0,32,2,false
38,1683,9,JavaScript,1,1,41,2,true
6060,981,0,Python,0,0,0,2,false
152,64,0,Python,0,0,16,1,false
172,0,0,Other,0,0,10,1,false
104,240,0,Other,0,0,0,1,false
9908,0,0,Java,0,0,20,14,false
596,0,0,JavaScript,0,0,7,1,false
1684,0,0,Ruby,0,0,8,1,false
300,193,0,C#,0,0,24,1,false
65,475,0,Other,0,0,49,2,false
1193,0,0,JavaScript,0,0,26,10,false
540,290,0,'Not Specified',0,0,47,1,true
4897,0,0,PHP,0,0,32,30,false
108,72,0,'Not Specified',0,3,68,1,false
910,859,0,Ruby,0,0,18,7,false
5497,0,0,JavaScript,0,0,76,30,false
1609,1049,0,Java,0,0,41,2,false
636,1024,0,JavaScript,0,0,71,2,false
157,12688,0,'Not Specified',0,0,37,8,false
109,718,0,'Not Specified',0,0,0,2,false
0,0,0,'Not Specified',0,0,8,-1,false
276,194,0,Other,0,0,69,2,false
15880,0,0,Other,0,0,22,6,false
980,0,0,CSS,0,0,8,1,false
15216,4301,0,Python,0,0,11,1,false
188,324,0,Java,0,0,120,1,false
7105,780,0,CSS,0,0,45,1,false
5508,0,0,JavaScript,0,0,0,1,false
0,34,0,'Not Specified',0,0,10,1,false
1064,50,0,Java,0,0,0,1,false
15032,254,0,Other,0,0,54,1,false
1449,0,0,Ruby,0,0,0,1,true
6,4427,0,PHP,1,0,63,1,true
338772,582,0,Other,0,0,36,2,true
327767,12107,0,Other,0,0,0,30,true
123118,2667,0,Java,0,0,22,8,true
229,87,1,Other,0,0,31,1,true
83,0,0,C++,0,0,0,1,true
2798,0,0,C,0,0,61,1,true
0,0,0,'Not Specified',0,0,34,-1,true
874,2373,0,JavaScript,0,0,0,1,true
3,53,0,Java,0,0,23,1,true
4,0,0,Other,0,0,33,1,true
452,194,0,Python,0,0,44,1,true
109,3307,0,PHP,0,0,21,18,true
2,128,0,Python,0,0,31,1,true
380,275,0,'Not Specified',0,0,57,1,true
4,0,0,PHP,0,3,3,1,true
30,6545,0,'Not Specified',0,0,29,7,true
55,0,0,Java,0,0,31,1,true
93,341,0,Python,0,0,34,0,true
2335,254,0,HTML,0,0,17,9,true
280,87,0,PHP,0,0,47,1,true
5228,1658,0,JavaScript,0,0,72,2,true
373,0,0,Java,0,0,0,5,true
16,953,0,Objective-C,0,0,0,1,true
166,150,0,JavaScript,0,0,32,1,true
6,0,0,'Not Specified',0,0,0,1,true
1106,4710,0,C#,0,0,144,3,true
4866,0,0,CSS,0,0,46,5,true
33893,718,0,Java,0,0,84,30,true
27,158,0,Python,0,0,42,3,true
1259,0,0,C#,0,0,14,8,true
211,203,0,Java,0,0,46,1,true
40,0,0,Java,0,0,0,0,true
264,13,0,Python,0,0,0,3,true
12303,6236,0,Python,0,0,58,30,true
1850,1389,0,JavaScript,0,0,60,2,true
18,38,0,CSS,0,0,27,1,true
28,494,0,Other,0,0,0,1,true
249,133,0,Other,0,0,59,3,true
11,77,0,JavaScript,0,0,0,1,true
0,42,0,'Not Specified',0,2,27,1,true
114,1312,0,JavaScript,0,0,35,30,true
11,3425,0,JavaScript,0,0,82,1,true
0,0,0,'Not Specified',0,0,2,-1,true
2,14,0,'Not Specified',0,0,0,1,true
9,0,0,Ruby,0,0,0,1,true
0,86,0,'Not Specified',0,0,61,1,true
2392,0,0,Python,0,0,135,18,true
0,0,0,'Not Specified',0,0,0,-1,true
755,0,0,C,0,0,227,1,true
330,177,0,CSS,0,0,40,3,true
514,320,0,HTML,0,0,39,4,true
3155,0,0,CSS,0,0,0,1,true
41,0,0,PHP,0,0,60,0,true
121811,451,0,CSS,0,0,40,4,true
17,0,0,Ruby,0,0,0,1,true
61883,709,0,JavaScript,0,0,52,30,true
41352,318,0,Other,0,0,57,1,true
8,37,0,Other,0,0,49,2,true
62,20,0,PHP,0,0,21,1,true
2,1304,0,Ruby,0,0,0,3,true
10,278,0,Java,0,0,35,2,true
636,1678,0,HTML,0,0,53,1,true
31,0,0,Java,0,0,33,2,true
352199,0,0,Java,0,0,19,25,true
2,184,0,C++,0,0,18,1,true
13253,162,0,CSS,0,2,42,1,true
168,130,0,PHP,0,0,26,1,true
0,39,0,'Not Specified',0,1,24,1,true
0,0,0,'Not Specified',0,0,23,1,true
449,0,0,Java,0,0,61,1,true
4044,23193,0,Other,0,0,29,30,true
8,293,0,JavaScript,0,0,37,1,true
0,12,0,'Not Specified',0,0,50,1,true
5708,321,0,C++,0,0,108,1,true
5216,0,0,Python,0,0,123,6,true
5,1259,0,JavaScript,0,0,0,1,true
1,0,0,HTML,0,0,31,2,true
224,66,0,JavaScript,0,0,0,1,true
5626,1520,0,JavaScript,0,1,61,30,true
2,92,0,Python,0,0,23,1,true
109,3307,0,PHP,0,0,21,18,true
36550,0,0,C++,0,0,74,3,true
0,0,0,'Not Specified',0,0,0,-1,true
184,554,0,JavaScript,0,0,110,1,true
102074,1349,0,HTML,0,0,5,1,true
27380,0,0,JavaScript,0,0,0,1,true
3,16,0,JavaScript,0,0,7,1,true
0,0,0,'Not Specified',0,0,25,-1,true
230,0,0,PHP,0,0,6,1,true
4975,1585,0,HTML,0,0,10,2,true
9950,7,0,PHP,0,0,0,1,true
211,90358,0,PHP,0,0,23,4,true
3,11,0,'Not Specified',0,0,0,1,true
11,19,0,C++,0,0,0,1,true
408,645,0,Java,0,0,87,0,true
1073,5968,0,Other,0,0,43,4,true
15,7463,0,Ruby,0,0,0,7,true
15,0,0,C#,0,0,0,1,true
1760,0,0,PHP,0,0,136,11,true
16657,2014,0,C#,0,0,65,30,true
0,127,0,C,0,0,58,1,true
0,0,0,'Not Specified',0,0,0,0,true
0,0,0,Java,0,0,59,0,true
23,246,0,Other,1,0,38,5,true
202103,9703,0,JavaScript,0,0,188,30,true
34,167,0,C++,3,0,12,1,true
476,0,0,CSS,0,0,0,1,true
0,0,0,'Not Specified',0,0,0,-1,true
1003,1778,0,JavaScript,0,0,34,11,true
272077,0,0,C,0,0,176,7,true
137381,5254,0,PHP,0,0,306,30,true
4420,0,0,JavaScript,2,0,0,3,true
0,123,0,'Not Specified',0,1,100,1,true
66180,2640,0,C++,0,0,79,2,true
387,102,1,JavaScript,0,0,74,1,true
12514,6692,0,Python,0,0,90,1,true
0,29,0,HTML,0,0,0,1,true
224,20,0,C#,0,0,3,1,true
9236,0,0,JavaScript,0,0,31,0,true
0,0,0,'Not Specified',0,0,10,1,true
144,67,0,Other,0,0,0,2,true
21,154,0,C++,2,0,12,1,true
255834,0,0,PHP,3,0,0,3,true
6052,13290,0,Python,0,0,75,30,true
2240,5688,0,Other,0,0,28,5,true
0,0,0,'Not Specified',0,0,0,0,true
0,0,0,'Not Specified',0,0,13,1,true
1259,9198,0,JavaScript,0,0,120,30,true
27762,2032,0,Java,0,0,73,30,true
16998,5477,0,Other,0,0,60,30,true
0,510,0,Java,0,0,16,1,true
7487,0,0,C#,0,0,78,4,true
4248,3099,0,HTML,0,0,24,19,true
0,0,0,'Not Specified',0,0,0,0,true
1630,2158,0,Java,0,0,38,7,true
0,0,0,'Not Specified',0,0,0,0,true
468,811,0,Java,0,0,0,6,true
0,178,0,C++,2,0,12,1,true
0,59,0,'Not Specified',0,0,45,1,true
0,0,0,'Not Specified',0,0,26,0,true
17266,27913,0,JavaScript,0,0,22,30,true
212,0,0,Python,0,0,41,1,true
0,0,0,HTML,0,0,0,1,true
0,0,0,C,0,0,0,1,true
0,122,0,'Not Specified',0,0,112,1,true
48,0,0,C++,0,0,0,1,true
0,0,0,'Not Specified',0,0,0,-1,true
36,10,0,JavaScript,0,0,0,1,true
873,19,0,HTML,0,0,0,1,true
0,0,0,'Not Specified',0,0,0,0,true
2,488,0,'Not Specified',0,0,9,1,true
0,11,0,Python,0,0,25,1,true
0,0,0,'Not Specified',0,0,9,1,true
0,0,0,'Not Specified',0,0,7,1,true
29348,7776,0,HTML,0,0,43,4,true
0,69,2,Other,0,0,26,1,true
0,0,0,'Not Specified',0,0,16,1,true
0,210,0,C++,2,0,12,1,true
0,0,0,'Not Specified',0,0,0,-1,true
0,28,0,'Not Specified',0,0,17,1,true
0,0,0,'Not Specified',0,0,12,1,true
0,77,1,'Not Specified',0,0,60,1,true
4730,6,0,Other,0,0,0,1,true
519,2456,0,JavaScript,0,0,31,5,true
732,326,0,HTML,0,0,81,10,true
255,0,0,HTML,0,0,5,1,true
35240,0,0,CSS,0,0,92,30,true
35,0,0,Python,0,0,54,1,true
1836,3767,0,Java,0,0,0,1,true
5,688,0,Ruby,0,0,47,2,true
0,0,0,'Not Specified',0,0,7,0,true
0,0,0,'Not Specified',0,0,22,0,true
0,21,0,HTML,0,0,0,1,true
0,392,0,Java,0,0,33,1,true
29,558,5,C,1,1,40,2,true
0,0,0,'Not Specified',0,0,0,1,true
77077,2555,0,Python,0,0,55,30,true
0,0,0,'Not Specified',0,0,28,0,true
0,9,0,'Not Specified',0,0,0,1,true
44,1568,0,C++,0,0,0,1,true
433127,960,0,Java,0,0,77,30,true
0,0,0,'Not Specified',0,0,24,1,true
8,103,1,JavaScript,0,0,58,1,true
211,0,0,HTML,0,0,25,1,true
0,16,0,'Not Specified',0,0,0,1,true
102758,0,0,'Not Specified',0,0,33,2,true
0,0,0,'Not Specified',0,0,11,-1,true
0,0,0,'Not Specified',0,0,0,-1,true
0,0,0,Other,0,0,0,1,true
3,2191,7,'Not Specified',1,0,0,3,true
277,0,0,JavaScript,0,0,72,3,true
324,1088,0,PHP,0,0,0,9,true
0,0,0,'Not Specified',0,0,18,1,true
1919,11603,0,Ruby,0,0,0,5,true
0,0,0,'Not Specified',0,0,0,-1,true
0,233,2,Other,2,1,55,1,true
0,0,0,'Not Specified',0,0,0,-1,true
200,41,1,JavaScript,1,0,33,1,true
568,0,0,Ruby,0,0,153,18,false
4872,0,0,C#,1,0,73,3,false
104,0,0,'Not Specified',0,0,6,1,false
52,0,0,JavaScript,0,0,33,-1,false
108,13,0,'Not Specified',0,0,0,1,false
4284,0,0,Java,0,0,121,30,false
23156,0,0,Java,0,0,109,1,false
132,197,0,JavaScript,0,0,0,1,false
65,204,0,JavaScript,0,0,29,1,false
140,234,0,C++,0,0,38,1,false
56,0,0,'Not Specified',0,0,18,-1,false
11389,2768,0,Ruby,0,0,77,3,false
502,0,1,Java,1,0,14,1,false
84720,131,0,C++,0,0,36,1,false
209,6773,0,JavaScript,0,0,31,9,false
56,0,0,'Not Specified',0,0,6,-1,false
80,0,0,Java,0,0,0,0,false
168,2414,0,JavaScript,0,0,48,2,false
113,1663,0,PHP,0,0,31,0,false
23247,0,0,Java,0,0,47,30,false
118,2882,0,JavaScript,0,0,7,2,false
68,2773,0,Other,0,0,0,1,false
439,0,0,Objective-C,0,0,75,4,false
10312,0,0,PHP,0,0,0,1,false
408,0,0,Other,0,0,32,9,false
1448,0,0,JavaScript,0,0,0,2,false
130,1334,0,JavaScript,0,0,42,1,false
3890,1045,0,Other,0,0,68,1,false
112,38,0,'Not Specified',0,0,19,1,false
112,58,0,'Not Specified',0,0,0,1,false
3957,21,0,Objective-C,0,0,6,1,false
100,7167,0,JavaScript,0,0,99,2,false
56,0,0,'Not Specified',0,0,25,-1,false
300,507,0,Other,0,0,41,1,false
3099,7635,0,Ruby,0,0,54,7,false
56,0,0,'Not Specified',0,0,0,-1,false
227,2602,0,Python,0,0,61,7,false
230,478,0,Ruby,0,0,0,2,false
758,2536,0,JavaScript,0,0,88,3,false
1725,118,0,JavaScript,0,0,23,11,false
3933,9629,0,JavaScript,0,0,44,12,false
907,0,0,'Not Specified',0,0,34,1,false
388,0,0,PHP,0,0,12,0,false
136,6004,0,JavaScript,0,0,30,7,false
590,2326,0,Other,0,0,27,30,false
1248,586,1,Other,0,0,0,1,false
526,990,0,Java,0,0,58,1,false
5431,0,0,JavaScript,0,0,11,1,false
163,1861,0,JavaScript,0,0,100,1,false
56,0,0,'Not Specified',0,0,0,-1,false
100,0,0,PHP,0,0,0,1,false
483,0,0,Java,0,0,76,1,false
1820,3999,0,JavaScript,0,0,44,16,false
490,64,0,Objective-C,0,0,45,0,false
76,0,0,Other,0,0,53,3,false
560,0,0,Java,0,0,38,1,false
321,0,7,Python,2,0,35,3,true
56,0,0,'Not Specified',0,0,0,-1,false
33247,4599,0,JavaScript,1,0,89,30,false
3371,743,0,Ruby,0,0,44,30,false
2988,0,0,Objective-C,0,0,3,0,false
958,73,0,Python,0,0,30,4,false
116,249,0,'Not Specified',0,0,55,1,false
144,0,0,Other,0,0,0,1,false
3291,1121,0,C++,0,0,108,30,false
56,0,0,'Not Specified',0,0,8,-1,false
882,0,0,Other,0,0,46,1,false
366,11071,0,Ruby,0,0,50,1,false
1049,18332,0,JavaScript,0,0,31,30,false
5108,33,0,PHP,0,0,10,1,false
448,18,0,Java,0,0,0,1,false
124,133,0,Ruby,0,0,82,1,false
2312,0,0,C,0,0,0,1,false
315,444,0,'Not Specified',0,0,17,1,false
5245,0,0,Python,0,0,106,30,false
364,0,0,PHP,0,0,16,22,false
160,3721,0,Objective-C,0,0,67,1,false
144,0,0,Ruby,0,0,48,1,false
1483,3284,0,Other,0,0,56,1,false
181803,18,0,C#,1,0,9,12,false
30157,15892,0,JavaScript,0,0,13,1,false
372,511,0,'Not Specified',0,0,0,1,false
2668,0,0,C#,0,0,26,5,false
1142,0,1,Other,1,0,24,2,false
17802,0,0,Java,0,0,110,2,false
1344,210,1,Other,1,0,83,1,false
128,195,1,PHP,0,0,51,1,false
29412,262,1,Other,1,0,0,1,false
108,0,0,Java,0,0,0,1,false
23416,74,0,Java,0,0,30,2,false
110,369,0,JavaScript,0,0,36,1,false
8470,0,0,C++,0,0,61,13,false
276,0,0,PHP,0,0,0,2,false
3177,3925,0,Other,0,0,14,30,false
108,0,0,Ruby,0,0,0,0,false
65,2982,0,Java,0,2,77,2,true
4624,0,0,Java,0,0,37,1,false
268,29,0,Java,0,0,0,1,false
108,35,0,'Not Specified',0,0,8,1,false
116,0,0,JavaScript,0,0,93,10,false
8657,0,1,Python,0,0,98,2,false
96,0,1,Java,0,0,70,1,false
104,0,1,'Not Specified',0,0,37,1,false
551,4133,3,Python,0,0,24,9,false
100,0,1,'Not Specified',0,0,124,1,false
1081,1156,2,Ruby,3,0,68,1,false
79,1622,1,'Not Specified',0,0,62,1,false
120,0,1,Other,0,0,26,1,false
1717,8788,1,Ruby,0,0,63,3,false
8242,0,1,C,0,0,20,18,false
117,0,1,Python,0,0,52,3,false
108,0,1,Ruby,0,0,45,1,false
128,0,1,JavaScript,0,0,66,1,false
120,9341,1,Ruby,0,0,14,1,false
168,2005,1,Java,0,0,13,1,false
92,998,1,PHP,0,0,13,1,false
116,0,1,Ruby,0,0,13,1,false
92,97,1,Other,0,0,50,2,false
160,96,1,Objective-C,0,0,67,1,false
242,0,1,Other,2,0,25,1,false
4,948,1,Python,0,0,53,1,true
109,0,1,Objective-C,0,0,111,2,false
4565,0,1,Python,0,0,31,3,false
48,0,1,'Not Specified',0,0,135,-1,false
43061,0,1,PHP,0,0,23,2,false
169,1295,1,Ruby,0,0,57,3,false
3164,0,0,'Not Specified',0,0,21,1,false
182,0,1,'Not Specified',0,0,0,1,false
69,0,1,'Not Specified',0,0,27,1,false
108,0,1,Java,0,0,0,1,false
13582,0,1,Python,0,0,63,30,false
526,0,1,Java,0,0,45,4,false
112,0,1,Ruby,0,0,0,1,false
69,0,1,'Not Specified',0,0,35,1,false
258,0,1,Python,0,0,57,11,false
9684,789,1,Ruby,0,0,37,30,false
17850,0,1,PHP,0,0,36,18,false
813,0,1,C,0,0,32,14,false
85,0,1,Python,0,0,70,2,false
126,0,1,Python,0,0,40,4,false
9028,0,1,Java,0,0,0,1,false
12446,1421,1,Java,0,0,31,30,false
3871,743,1,Objective-C,0,0,61,9,false
96,46,2,'Not Specified',0,0,25,1,false
1488,8040,6,Other,0,1,18,1,false
454,1043,11,C,4,1,55,2,true
152,0,1,Ruby,0,1,0,0,false
132,95,2,'Not Specified',1,0,0,1,true
124071,0,1,C,2,1,46,2,false
1075,0,1,Python,0,0,73,30,false
112,56,1,C,0,0,11,1,false
100,0,1,'Not Specified',0,0,15,1,false
12642,3700,1,JavaScript,0,0,26,15,false
257,756,1,JavaScript,0,0,26,3,false
90,774,4,JavaScript,2,1,31,1,false
360,0,7,C,4,0,54,2,true
112,0,1,Other,0,0,33,1,false
78,0,1,Ruby,0,0,130,0,false
78,2353,1,Ruby,0,0,63,2,false
3459,0,1,Java,1,0,36,4,false
1963,0,1,JavaScript,0,0,80,3,true
84932,0,2,Java,2,5,0,1,false
608,126,2,Other,0,0,45,1,false
124,2041,2,Other,1,0,22,1,false
2910,0,1,JavaScript,0,0,93,2,true
6712,770,1,JavaScript,0,0,21,1,false
248,2167,1,JavaScript,0,0,11,1,false
8904,711,1,Other,0,0,24,1,false
318,0,2,'Not Specified',0,0,0,1,false
88,0,2,Python,0,0,36,1,false
150,0,10,Python,2,0,71,1,true
96,47,1,'Not Specified',0,0,0,1,false
160,0,4,'Not Specified',0,0,54,1,true
196,4054,1,Python,0,0,27,2,false
112,206,1,Ruby,0,0,33,1,false
100,0,1,Ruby,0,0,33,1,false
5020,2215,1,JavaScript,0,0,61,11,false
450,1587,1,JavaScript,0,0,105,1,false
104,77,1,Python,0,0,54,1,false
100,64,1,'Not Specified',0,0,29,1,false
48,0,1,'Not Specified',0,0,0,-1,false
32434,0,1,JavaScript,0,0,70,3,false
48,0,0,'Not Specified',0,0,8,-1,false
5442,1767,3,JavaScript,6,0,32,1,false
12750,0,0,Python,2,0,32,30,false
1553,0,18,Ruby,6,3,36,2,true
100,0,0,C++,0,0,15,0,false
100,23,1,'Not Specified',0,0,0,1,false
96,0,1,'Not Specified',0,0,29,1,false
225,0,2,Ruby,0,0,0,1,false
344,0,2,Python,0,0,37,1,false
96,36,1,'Not Specified',0,0,23,1,false
348,2233,1,C#,0,0,95,1,false
2406,0,1,JavaScript,0,0,106,6,false
328,0,1,Java,0,0,99,1,false
92,0,1,'Not Specified',0,0,0,1,false
96,34,1,'Not Specified',0,0,11,1,false
2395,0,0,Python,0,0,87,12,false
104,999,0,Ruby,0,0,70,0,false
108,0,1,Other,0,0,32,1,false
9068,0,1,Python,0,0,35,11,false
404,0,1,PHP,0,0,145,1,false
162,0,2,JavaScript,1,0,0,1,false
48,0,1,'Not Specified',0,0,0,-1,false
2589,0,11,Python,1,0,50,12,false
458,0,4,Ruby,0,0,58,1,false
48,0,1,'Not Specified',0,0,29,-1,false
48,0,1,'Not Specified',0,0,0,-1,false
212,125,1,Ruby,0,0,88,0,false
78,0,1,Ruby,0,0,50,1,false
116,907,1,Java,0,0,0,1,false
336,0,1,'Not Specified',0,0,0,0,false
655,213,10,Other,8,1,35,1,true
120,0,1,Python,0,0,0,1,false
108,0,35,PHP,46,1,168,1,true
181,0,1,C#,0,0,26,1,false
124,0,1,Java,1,0,43,1,false
172,0,1,Ruby,0,0,27,1,false
116,0,1,'Not Specified',0,0,0,0,false
475,0,2,Ruby,0,0,31,0,false
7239,0,1,Other,0,0,24,3,false
997,0,2,Python,0,0,31,0,false
100,0,1,Java,0,0,34,1,false
141,0,1,Other,0,0,36,2,false
48,0,1,'Not Specified',0,0,18,-1,false
